,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Interceptions,Rating
2521,Simon Kjær,2013/2014,Lille,France-Ligue-1,FL1,34,3036,62,7.27
2522,Simon Kjær,2012/2013,Wolfsburg,Germany-Bundesliga,GB,22,1686,35,6.88
2523,Simon Kjær,2012,Denmark,International-European-Championship,UEC,3,270,7,6.94
2524,Simon Kjær,2011/2012,Roma,Italy-Serie-A,ISA,22,1678,36,6.88
2525,Simon Kjær,2011/2012,Wolfsburg,Germany-Bundesliga,GB,3,270,9,6.51
2526,Simon Kjær,2010/2011,Wolfsburg,Germany-Bundesliga,GB,32,2832,61,6.82
2527,Simon Kjær,2009/2010,Palermo,Italy-Serie-A,ISA,35,3131,58,7.03
2528,Andreas Bjelland,2017/2018,Brentford,England-Championship,EC,34,2681,33,6.93
2529,Andreas Bjelland,2016/2017,Brentford,England-Championship,EC,28,2230,51,6.92
2530,Andreas Bjelland,2014/2015,Twente,Netherlands-Eredivisie,NE,26,2244,66,7.27
2531,Andreas Bjelland,2013/2014,Twente,Netherlands-Eredivisie,NE,33,2931,68,7.2
2532,Daniel Wass,2017/2018,Celta Vigo,Spain-La-Liga,SLL,35,2941,30,6.87
2533,Daniel Wass,2016/2017,Celta Vigo,Spain-La-Liga,SLL,32,2394,23,6.8
2534,Daniel Wass,2016/2017,Celta Vigo,Europe-UEFA-Europa-League,UEL,14,827,8,6.8
2535,Daniel Wass,2015/2016,Celta Vigo,Spain-La-Liga,SLL,36,2706,49,6.87
2536,Daniel Wass,2014/2015,Evian Thonon ..,France-Ligue-1,FL1,32,2471,34,6.93
2537,Daniel Wass,2013/2014,Evian Thonon ..,France-Ligue-1,FL1,38,3220,56,7.06
2538,Daniel Wass,2012/2013,Evian Thonon ..,France-Ligue-1,FL1,34,2985,49,6.86
2539,Daniel Wass,2011/2012,Evian Thonon ..,France-Ligue-1,FL1,29,2373,38,6.76
2540,Robert Lewandowski,2017/2018,Bayern Munich,Germany-Bundesliga,GB,30,2169,5,7.49
2541,Robert Lewandowski,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,955,2,7.29
2542,Robert Lewandowski,2016/2017,Bayern Munich,Germany-Bundesliga,GB,33,2777,12,7.74
2543,Robert Lewandowski,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,794,3,7.52
2544,Robert Lewandowski,2015/2016,Bayern Munich,Germany-Bundesliga,GB,32,2654,6,7.6
2545,Robert Lewandowski,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,912,3,7.32
2546,Robert Lewandowski,2014/2015,Bayern Munich,Germany-Bundesliga,GB,31,2487,9,7.43
2547,Robert Lewandowski,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,933,3,7.49
2548,Robert Lewandowski,2016,Poland,International-European-Championship,UEC,5,450,2,6.79
2549,Robert Lewandowski,2013/2014,Borussia Dort..,Europe-UEFA-Champions-League,UCL,9,809,4,7.4
2550,Robert Lewandowski,2013/2014,Borussia Dort..,Germany-Bundesliga,GB,33,2807,7,8.0
2551,Robert Lewandowski,2012/2013,Borussia Dort..,Germany-Bundesliga,GB,31,2599,9,7.66
2552,Robert Lewandowski,2012/2013,Borussia Dort..,Europe-UEFA-Champions-League,UCL,13,1090,5,7.63
2553,Robert Lewandowski,2012,Poland,International-European-Championship,UEC,3,270,1,6.75
2554,Robert Lewandowski,2011/2012,Borussia Dort..,Germany-Bundesliga,GB,34,2881,17,7.63
2555,Robert Lewandowski,2011/2012,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,522,3,6.93
2556,Robert Lewandowski,2010/2011,Borussia Dort..,Germany-Bundesliga,GB,33,1612,13,6.76
2557,Giovani dos Santos,2018,LA Galaxy,USA-Major-League-Soccer,UMLS,6,328,2,6.69
2558,Giovani dos Santos,2017,LA Galaxy,USA-Major-League-Soccer,UMLS,25,2191,5,6.84
2559,Giovani dos Santos,2016,LA Galaxy,USA-Major-League-Soccer,UMLS,31,2618,5,7.15
2560,Giovani dos Santos,2015,LA Galaxy,USA-Major-League-Soccer,UMLS,11,895,3,7.32
2561,Giovani dos Santos,2014/2015,Villarreal,Spain-La-Liga,SLL,26,1389,5,6.37
2562,Giovani dos Santos,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,6,217,-,7.08
2563,Giovani dos Santos,2013/2014,Villarreal,Spain-La-Liga,SLL,30,2205,5,7.03
2564,Giovani dos Santos,2014,Mexico,International-FIFA-World-Cup,WC,4,299,1,6.8
2565,Giovani dos Santos,2013,Mexico,International-Confederations-Cup,ICC,3,258,3,7.1
2566,Giovani dos Santos,2012/2013,Mallorca,Spain-La-Liga,SLL,29,2395,8,7.05
2567,Giovani dos Santos,2011/2012,Tottenham,England-Premier-League,EPL,7,49,1,6.15
2568,Giovani dos Santos,2010/2011,Racing Santan..,Spain-La-Liga,SLL,16,956,6,6.88
2569,Giovani dos Santos,2010/2011,Tottenham,England-Premier-League,EPL,3,42,-,6.12
2570,Giovani dos Santos,2009/2010,Tottenham,England-Premier-League,EPL,1,12,-,6.09
2571,Artem Dzyuba,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,168,-,6.86
2572,Artem Dzyuba,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,15,791,2,6.4
2573,Artem Dzyuba,2017/2018,Arsenal Tula,Russia-Premier-League,RPL,10,900,2,7.23
2574,Artem Dzyuba,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,26,2194,1,7.15
2575,Artem Dzyuba,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,469,-,6.63
2576,Artem Dzyuba,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,30,2577,5,7.28
2577,Artem Dzyuba,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,8,633,3,7.4
2578,Artem Dzyuba,2014/2015,FC Rostov,Russia-Premier-League,RPL,11,463,4,6.3
2579,Artem Dzyuba,2014/2015,Spartak Mosco..,Russia-Premier-League,RPL,13,856,-,7.03
2580,Artem Dzyuba,2016,Russia,International-European-Championship,UEC,3,270,-,6.56
2581,Artem Dzyuba,2013/2014,FC Rostov,Russia-Premier-League,RPL,28,2489,4,7.14
2582,Artem Dzyuba,2012/2013,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,4,130,1,6.21
2583,Alfreð Finnbogason,2017/2018,Augsburg,Germany-Bundesliga,GB,22,1826,14,7.11
2584,Alfreð Finnbogason,2016/2017,Augsburg,Germany-Bundesliga,GB,13,1132,13,6.7
2585,Alfreð Finnbogason,2015/2016,Augsburg,Germany-Bundesliga,GB,14,1133,14,7.04
2586,Alfreð Finnbogason,2015/2016,Olympiacos,Europe-UEFA-Champions-League,UCL,3,58,-,6.4
2587,Alfreð Finnbogason,2014/2015,Real Sociedad,Spain-La-Liga,SLL,25,785,4,6.19
2588,Alfreð Finnbogason,2016,Iceland,International-European-Championship,UEC,3,75,1,6.12
2589,Alfreð Finnbogason,2013/2014,SC Heerenveen,Netherlands-Eredivisie,NE,32,2835,14,7.54
2590,Ki Sung-yueng,2017/2018,Swansea,England-Premier-League,EPL,25,1870,32,6.61
2591,Ki Sung-yueng,2016/2017,Swansea,England-Premier-League,EPL,23,1287,21,6.36
2592,Ki Sung-yueng,2015/2016,Swansea,England-Premier-League,EPL,28,1853,28,6.57
2593,Ki Sung-yueng,2014/2015,Swansea,England-Premier-League,EPL,33,2690,61,7.1
2594,Ki Sung-yueng,2013/2014,Sunderland,England-Premier-League,EPL,27,2185,21,6.8
2595,Ki Sung-yueng,2013/2014,Swansea,England-Premier-League,EPL,1,13,-,6.1
2596,Ki Sung-yueng,2014,South Korea,International-FIFA-World-Cup,WC,3,270,5,7.25
2597,Ki Sung-yueng,2012/2013,Swansea,England-Premier-League,EPL,29,2037,35,6.78
2598,Christian Ramos,2016/2017,Gimnasia LP,Argentina-Primera-División,APD,4,309,7,6.62
2599,Christian Ramos,2015,Peru,International-Copa-America,ICA,2,153,2,6.8
2600,Nicolás Otamendi,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,720,18,7.28
2601,Nicolás Otamendi,2017/2018,Manchester Ci..,England-Premier-League,EPL,34,2968,48,7.13
2602,Nicolás Otamendi,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,26,7.18
2603,Nicolás Otamendi,2016/2017,Manchester Ci..,England-Premier-League,EPL,30,2592,82,7.49
2604,Nicolás Otamendi,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,12,940,32,7.0
2605,Nicolás Otamendi,2015/2016,Manchester Ci..,England-Premier-League,EPL,30,2672,104,7.47
2606,Nicolás Otamendi,2015,Argentina,International-Copa-America,ICA,5,450,13,7.21
2607,Nicolás Otamendi,2014/2015,Valencia,Spain-La-Liga,SLL,35,3098,109,7.59
2608,Nicolás Otamendi,2014,Atletico MG,Brazil-Brasileirão,BSA,5,450,16,7.31
2609,Nicolás Otamendi,2013/2014,FC Porto,Europe-UEFA-Champions-League,UCL,4,360,12,6.59
2610,Nicolás Otamendi,2012/2013,FC Porto,Europe-UEFA-Champions-League,UCL,8,720,25,7.35
2611,Nicolás Otamendi,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,5,442,17,6.91
2612,Jordi Alba,2017/2018,Barcelona,Spain-La-Liga,SLL,33,2745,68,7.22
2613,Jordi Alba,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,8,638,10,6.78
2614,Jordi Alba,2016/2017,Barcelona,Spain-La-Liga,SLL,26,1966,30,6.91
2615,Jordi Alba,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,6,436,1,6.8
2616,Jordi Alba,2015/2016,Barcelona,Spain-La-Liga,SLL,31,2591,61,7.05
2617,Jordi Alba,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,735,12,6.87
2618,Jordi Alba,2014/2015,Barcelona,Spain-La-Liga,SLL,27,2335,47,7.22
2619,Jordi Alba,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,11,962,22,7.17
2620,Jordi Alba,2016,Spain,International-European-Championship,UEC,4,351,3,6.39
2621,Jordi Alba,2013/2014,Barcelona,Spain-La-Liga,SLL,15,1202,25,7.08
2622,Jordi Alba,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,4,360,20,7.18
2623,Jordi Alba,2014,Spain,International-FIFA-World-Cup,WC,3,270,8,6.72
2624,Jordi Alba,2013,Spain,International-Confederations-Cup,ICC,4,360,13,7.47
2625,Jordi Alba,2012/2013,Barcelona,Spain-La-Liga,SLL,29,2500,102,7.18
2626,Jordi Alba,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,9,807,27,7.13
2627,Jordi Alba,2012,Spain,International-European-Championship,UEC,6,540,10,7.44
2628,Jordi Alba,2011/2012,Valencia,Spain-La-Liga,SLL,32,2541,103,7.01
2629,Jordi Alba,2011/2012,Valencia,Europe-UEFA-Champions-League,UCL,4,226,5,6.51
2630,Jordi Alba,2010/2011,Valencia,Spain-La-Liga,SLL,27,1412,98,6.89
2631,Jordi Alba,2010/2011,Valencia,Europe-UEFA-Champions-League,UCL,3,170,6,6.98
2632,Jordi Alba,2009/2010,Valencia,Spain-La-Liga,SLL,15,1125,58,7.29
2633,Diego Costa,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,15,1048,5,6.84
2634,Diego Costa,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,387,1,7.29
2635,Diego Costa,2016/2017,Chelsea,England-Premier-League,EPL,35,3090,7,7.41
2636,Diego Costa,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,8,663,4,7.41
2637,Diego Costa,2015/2016,Chelsea,England-Premier-League,EPL,28,2379,6,7.08
2638,Diego Costa,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,7,478,4,6.67
2639,Diego Costa,2014/2015,Chelsea,England-Premier-League,EPL,26,2085,5,7.43
2640,Diego Costa,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,35,2965,8,7.4
2641,Diego Costa,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,583,1,7.6
2642,Diego Costa,2014,Spain,International-FIFA-World-Cup,WC,2,126,-,6.17
2643,Diego Costa,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,31,2061,12,6.98
2644,Diego Costa,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,378,-,6.77
2645,Diego Costa,2011/2012,Rayo Vallecan..,Spain-La-Liga,SLL,16,1320,10,7.18
2646,Diego Costa,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,28,1327,15,6.61
2647,Diego Costa,2009/2010,Valladolid,Spain-La-Liga,SLL,34,2894,12,6.93
2648,Toby Alderweireld,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,4,294,2,7.0
2649,Toby Alderweireld,2017/2018,Tottenham,England-Premier-League,EPL,14,1177,4,6.68
2650,Toby Alderweireld,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,202,3,7.07
2651,Toby Alderweireld,2016/2017,Tottenham,England-Premier-League,EPL,30,2604,26,7.0
2652,Toby Alderweireld,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,2,6.68
2653,Toby Alderweireld,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,10,900,23,7.01
2654,Toby Alderweireld,2015/2016,Tottenham,England-Premier-League,EPL,38,3420,66,7.16
2655,Toby Alderweireld,2014/2015,Southampton,England-Premier-League,EPL,26,2263,32,7.07
2656,Toby Alderweireld,2016,Belgium,International-European-Championship,UEC,5,450,7,7.11
2657,Toby Alderweireld,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,12,906,9,6.87
2658,Toby Alderweireld,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,277,4,6.96
2659,Toby Alderweireld,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,6,6.94
2660,Toby Alderweireld,2014,Belgium,International-FIFA-World-Cup,WC,4,360,4,7.05
2661,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,2,7.78
2662,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,9,6.72
2663,Toby Alderweireld,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,5,450,8,7.18
2664,Toby Alderweireld,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,5,450,6,7.06
2665,Óscar Duarte,2017/2018,Espanyol,Spain-La-Liga,SLL,11,990,9,6.62
2666,Óscar Duarte,2016/2017,Espanyol,Spain-La-Liga,SLL,15,1124,22,6.45
2667,Óscar Duarte,2015/2016,Espanyol,Spain-La-Liga,SLL,14,1196,42,6.74
2668,Óscar Duarte,2015/2016,Club Bruges,Europe-UEFA-Europa-League,UEL,2,180,1,6.19
2669,Óscar Duarte,2014/2015,Club Bruges,Europe-UEFA-Europa-League,UEL,11,990,14,7.23
2670,Óscar Duarte,2014,Costa Rica,International-FIFA-World-Cup,WC,4,336,11,7.06
2671,Jérôme Boateng,2017/2018,Bayern Munich,Germany-Bundesliga,GB,19,1644,21,7.14
2672,Jérôme Boateng,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,677,9,6.78
2673,Jérôme Boateng,2016/2017,Bayern Munich,Germany-Bundesliga,GB,13,828,13,6.73
2674,Jérôme Boateng,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,6,480,10,6.66
2675,Jérôme Boateng,2015/2016,Bayern Munich,Germany-Bundesliga,GB,19,1353,31,6.96
2676,Jérôme Boateng,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,537,10,6.98
2677,Jérôme Boateng,2014/2015,Bayern Munich,Germany-Bundesliga,GB,27,2140,54,7.26
2678,Jérôme Boateng,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,990,26,7.32
2679,Jérôme Boateng,2016,Germany,International-European-Championship,UEC,6,478,10,7.09
2680,Jérôme Boateng,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,762,12,6.69
2681,Jérôme Boateng,2013/2014,Bayern Munich,Germany-Bundesliga,GB,25,2169,39,7.28
2682,Jérôme Boateng,2014,Germany,International-FIFA-World-Cup,WC,7,587,9,7.11
2683,Jérôme Boateng,2012/2013,Bayern Munich,Germany-Bundesliga,GB,26,2245,74,7.17
2684,Jérôme Boateng,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,735,19,6.99
2685,Jérôme Boateng,2012,Germany,International-European-Championship,UEC,4,341,6,7.1
2686,Jérôme Boateng,2011/2012,Bayern Munich,Germany-Bundesliga,GB,27,2183,93,7.14
2687,Jérôme Boateng,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1170,29,7.06
2688,Jérôme Boateng,2010/2011,Manchester Ci..,England-Premier-League,EPL,16,1239,19,6.91
2689,Jérôme Boateng,2009/2010,Hamburger SV,Germany-Bundesliga,GB,27,2156,59,6.91
2690,Domagoj Vida,2017/2018,Besiktas,Turkey-Super-Lig,TS,13,751,17,6.76
2691,Domagoj Vida,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,4,350,4,7.03
2692,Domagoj Vida,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,1,16,-,5.53
2693,Domagoj Vida,2016/2017,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,6,540,3,6.7
2694,Domagoj Vida,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,5,372,6,6.71
2695,Domagoj Vida,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,10,876,16,6.86
2696,Domagoj Vida,2016,Croatia,International-European-Championship,UEC,3,270,4,6.64
2697,Domagoj Vida,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,3,211,8,6.61
2698,Domagoj Vida,2012/2013,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,2,180,6,7.3
2699,Domagoj Vida,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,540,20,6.55
2700,Domagoj Vida,2012,Croatia,International-European-Championship,UEC,1,66,2,6.78
2701,Domagoj Vida,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,513,8,6.03
2702,Domagoj Vida,2010/2011,Bayer Leverku..,Germany-Bundesliga,GB,1,76,1,7.38
2703,Josip Pivaric,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,8,720,12,6.75
2704,Josip Pivaric,2016/2017,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,450,5,5.93
2705,Josip Pivaric,2015/2016,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,439,9,6.81
2706,Josip Pivaric,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,5,425,6,6.61
2707,Josip Pivaric,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,3,270,7,6.75
2708,Josip Pivaric,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,469,10,6.07
2709,Milan Badelj,2017/2018,Fiorentina,Italy-Serie-A,ISA,27,2355,71,7.12
2710,Milan Badelj,2016/2017,Fiorentina,Italy-Serie-A,ISA,33,2513,70,6.92
2711,Milan Badelj,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,6,514,18,7.46
2712,Milan Badelj,2015/2016,Fiorentina,Italy-Serie-A,ISA,27,2138,69,7.13
2713,Milan Badelj,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,7,406,8,6.61
2714,Milan Badelj,2014/2015,Fiorentina,Italy-Serie-A,ISA,21,1549,57,7.14
2715,Milan Badelj,2014/2015,Hamburger SV,Germany-Bundesliga,GB,2,180,8,7.15
2716,Milan Badelj,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,13,859,30,6.94
2717,Milan Badelj,2016,Croatia,International-European-Championship,UEC,4,360,9,7.09
2718,Milan Badelj,2013/2014,Hamburger SV,Germany-Bundesliga,GB,29,2411,85,7.5
2719,Milan Badelj,2012/2013,Hamburger SV,Germany-Bundesliga,GB,31,2506,106,7.49
2720,Milan Badelj,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,452,17,6.51
2721,Aron Gunnarsson,2017/2018,Cardiff,England-Championship,EC,20,1500,40,7.02
2722,Aron Gunnarsson,2016/2017,Cardiff,England-Championship,EC,40,3593,86,7.08
2723,Aron Gunnarsson,2015/2016,Cardiff,England-Championship,EC,28,1529,34,6.75
2724,Aron Gunnarsson,2014/2015,Cardiff,England-Championship,EC,45,3621,94,7.0
2725,Aron Gunnarsson,2016,Iceland,International-European-Championship,UEC,5,426,13,6.82
2726,Aron Gunnarsson,2013/2014,Cardiff,England-Premier-League,EPL,23,1540,27,6.5
2727,Fagner,2018,Corinthians,Brazil-Brasileirão,BSA,3,189,4,7.09
2728,Fagner,2017,Corinthians,Brazil-Brasileirão,BSA,31,2790,40,7.24
2729,Fagner,2016,Corinthians,Brazil-Brasileirão,BSA,33,2968,58,7.1
2730,Fagner,2015,Corinthians,Brazil-Brasileirão,BSA,26,2176,36,7.01
2731,Fagner,2014,Corinthians,Brazil-Brasileirão,BSA,35,2982,43,6.87
2732,Fagner,2013,Vasco da Gama,Brazil-Brasileirão,BSA,26,2098,33,6.81
2733,Fagner,2012/2013,Wolfsburg,Germany-Bundesliga,GB,26,2083,68,7.27
2734,Rodney Wallace,2018,New York City..,USA-Major-League-Soccer,UMLS,8,419,4,6.46
2735,Rodney Wallace,2017,New York City..,USA-Major-League-Soccer,UMLS,28,2082,36,6.92
2736,Rodney Wallace,2016,Sport Recife,Brazil-Brasileirão,BSA,24,1839,69,6.91
2737,Rodney Wallace,2015,Portland Timb..,USA-Major-League-Soccer,UMLS,37,2420,43,6.79
2738,Rodney Wallace,2014,Portland Timb..,USA-Major-League-Soccer,UMLS,17,1058,18,6.89
2739,Rodney Wallace,2013,Portland Timb..,USA-Major-League-Soccer,UMLS,31,2273,35,7.17
2740,Johan Venegas,2017,Minnesota Uni..,USA-Major-League-Soccer,UMLS,22,1229,8,6.34
2741,Johan Venegas,2016,Montreal Impa..,USA-Major-League-Soccer,UMLS,25,761,8,6.28
2742,Johan Venegas,2015,Montreal Impa..,USA-Major-League-Soccer,UMLS,14,769,4,6.39
2743,Marco Reus,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,11,935,4,7.39
2744,Marco Reus,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,229,2,6.13
2745,Marco Reus,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,17,1190,10,7.15
2746,Marco Reus,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,291,3,7.83
2747,Marco Reus,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,26,1927,19,7.2
2748,Marco Reus,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,10,744,12,7.4
2749,Marco Reus,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,20,1571,17,7.54
2750,Marco Reus,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,341,4,7.69
2751,Marco Reus,2013/2014,Borussia Dort..,Europe-UEFA-Champions-League,UCL,9,769,8,7.62
2752,Marco Reus,2013/2014,Borussia Dort..,Germany-Bundesliga,GB,30,2221,15,7.91
2753,Marco Reus,2012/2013,Borussia Dort..,Germany-Bundesliga,GB,32,2356,32,7.61
2754,Marco Reus,2012/2013,Borussia Dort..,Europe-UEFA-Champions-League,UCL,13,1079,11,7.51
2755,Marco Reus,2012,Germany,International-European-Championship,UEC,2,125,-,7.24
2756,Marco Reus,2011/2012,Borussia M.Gl..,Germany-Bundesliga,GB,32,2782,31,7.99
2757,Marco Reus,2010/2011,Borussia M.Gl..,Germany-Bundesliga,GB,32,2857,45,7.35
2758,Marco Reus,2009/2010,Borussia M.Gl..,Germany-Bundesliga,GB,33,2471,48,7.14
2759,Nils Petersen,2017/2018,Freiburg,Germany-Bundesliga,GB,32,2240,17,6.95
2760,Nils Petersen,2016/2017,Freiburg,Germany-Bundesliga,GB,33,1233,10,6.69
2761,Nils Petersen,2015/2016,Freiburg,Germany-Bundesliga-II,GB2,32,2333,23,7.42
2762,Nils Petersen,2014/2015,Werder Bremen,Germany-Bundesliga,GB,7,222,1,6.38
2763,Nils Petersen,2014/2015,Freiburg,Germany-Bundesliga,GB,12,507,6,7.08
2764,Nils Petersen,2013/2014,Werder Bremen,Germany-Bundesliga,GB,28,1637,11,6.87
2765,Nils Petersen,2012/2013,Werder Bremen,Germany-Bundesliga,GB,34,2749,18,7.0
2766,Nils Petersen,2011/2012,Bayern Munich,Germany-Bundesliga,GB,9,228,-,6.49
2767,Nils Petersen,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,3,127,3,6.3
2768,Miguel Layún,2017/2018,Sevilla,Spain-La-Liga,SLL,16,1181,15,6.73
2769,Miguel Layún,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,7,259,6,6.37
2770,Miguel Layún,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,2,109,2,7.13
2771,Miguel Layún,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,16,1079,18,7.14
2772,Miguel Layún,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,432,9,6.76
2773,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,180,3,6.65
2774,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,6,460,18,7.59
2775,Miguel Layún,2015/2016,Watford,England-Premier-League,EPL,3,132,2,6.66
2776,Miguel Layún,2014/2015,Watford,England-Championship,EC,17,1169,9,6.49
2777,Miguel Layún,2014,Mexico,International-FIFA-World-Cup,WC,4,360,1,6.77
2778,Miguel Layún,2009/2010,Atalanta,Italy-Serie-A,ISA,2,31,2,6.51
2779,Carlos Vela,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,12,1080,4,7.79
2780,Carlos Vela,2017/2018,Real Sociedad,Spain-La-Liga,SLL,13,375,-,6.53
2781,Carlos Vela,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,2,118,-,7.26
2782,Carlos Vela,2016/2017,Real Sociedad,Spain-La-Liga,SLL,35,2562,10,7.07
2783,Carlos Vela,2015/2016,Real Sociedad,Spain-La-Liga,SLL,35,2765,12,6.81
2784,Carlos Vela,2014/2015,Real Sociedad,Spain-La-Liga,SLL,29,2061,10,6.85
2785,Carlos Vela,2013/2014,Real Sociedad,Spain-La-Liga,SLL,37,3116,10,7.42
2786,Carlos Vela,2013/2014,Real Sociedad,Europe-UEFA-Champions-League,UCL,6,525,2,6.39
2787,Carlos Vela,2012/2013,Real Sociedad,Spain-La-Liga,SLL,35,2715,16,7.4
2788,Carlos Vela,2011/2012,Real Sociedad,Spain-La-Liga,SLL,35,2488,48,7.09
