,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Key_Passes,Long,Short,Rating
4126,Nabil Fekir,2017/2018,Lyon,France-Ligue-1,FL1,30,2481,59,16,43,7.86
4127,Nabil Fekir,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,5,286,10,4,6,6.51
4128,Nabil Fekir,2016/2017,Lyon,France-Ligue-1,FL1,32,2224,64,13,51,7.1
4129,Nabil Fekir,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,8,488,9,1,8,7.59
4130,Nabil Fekir,2015/2016,Lyon,France-Ligue-1,FL1,9,464,12,3,9,7.04
4131,Nabil Fekir,2014/2015,Lyon,France-Ligue-1,FL1,34,2776,49,13,36,7.57
4132,Nabil Fekir,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,3,32,-,-,-,6.04
4133,Nabil Fekir,2013/2014,Lyon,France-Ligue-1,FL1,11,544,8,2,6,6.64
4134,Matej Mitrovic,2017/2018,Besiktas,Turkey-Super-Lig,TS,2,109,-,-,-,6.88
4135,Matej Mitrovic,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,2,106,-,-,-,6.98
4136,Matej Mitrovic,2016/2017,Besiktas,Turkey-Super-Lig,TS,7,263,1,-,1,6.54
4137,Matej Mitrovic,2016/2017,Besiktas,Europe-UEFA-Europa-League,UEL,4,334,-,-,-,6.71
4138,Matej Mitrovic,2014/2015,Rijeka,Europe-UEFA-Europa-League,UEL,4,360,1,-,1,7.42
4139,Mateo Kovacic,2017/2018,Real Madrid,Spain-La-Liga,SLL,21,989,10,-,10,6.73
4140,Mateo Kovacic,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,7,258,2,1,1,6.47
4141,Mateo Kovacic,2016/2017,Real Madrid,Spain-La-Liga,SLL,27,1689,17,1,16,7.12
4142,Mateo Kovacic,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,5,213,6,-,6,6.97
4143,Mateo Kovacic,2015/2016,Real Madrid,Spain-La-Liga,SLL,25,1030,18,1,17,6.5
4144,Mateo Kovacic,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,8,340,4,-,4,6.87
4145,Mateo Kovacic,2014/2015,Inter,Italy-Serie-A,ISA,35,2463,62,6,56,7.15
4146,Mateo Kovacic,2014/2015,Inter,Europe-UEFA-Europa-League,UEL,6,253,4,1,3,6.39
4147,Mateo Kovacic,2016,Croatia,International-European-Championship,UEC,2,36,-,-,-,6.26
4148,Mateo Kovacic,2013/2014,Inter,Italy-Serie-A,ISA,32,1608,28,2,26,6.95
4149,Mateo Kovacic,2014,Croatia,International-FIFA-World-Cup,WC,3,111,1,-,1,6.19
4150,Mateo Kovacic,2012/2013,Inter,Italy-Serie-A,ISA,13,1026,23,-,23,7.27
4151,Mateo Kovacic,2012/2013,Inter,Europe-UEFA-Europa-League,UEL,4,313,1,1,-,7.39
4152,Mateo Kovacic,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,456,4,1,3,6.59
4153,Mateo Kovacic,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,413,1,-,1,6.39
4154,Ante Rebic,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,25,1764,26,-,26,6.96
4155,Ante Rebic,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,24,1407,29,1,28,6.61
4156,Ante Rebic,2015/2016,Fiorentina,Italy-Serie-A,ISA,4,229,2,-,2,6.78
4157,Ante Rebic,2015/2016,Verona,Italy-Serie-A,ISA,10,527,3,-,3,6.24
4158,Ante Rebic,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,2,171,1,-,1,6.79
4159,Ante Rebic,2013/2014,Fiorentina,Italy-Serie-A,ISA,4,91,-,-,-,6.21
4160,Ante Rebic,2014,Croatia,International-FIFA-World-Cup,WC,3,44,-,-,-,6.07
4161,Sverrir Ingi Ingason,2017/2018,FC Rostov,Russia-Premier-League,RPL,28,2479,2,-,2,7.03
4162,Sverrir Ingi Ingason,2016/2017,Granada,Spain-La-Liga,SLL,17,1473,3,1,2,6.67
4163,Sverrir Ingi Ingason,2016,Iceland,International-European-Championship,UEC,2,49,1,-,1,6.59
4164,William Troost-Ekong,2017/2018,Bursaspor,Turkey-Super-Lig,TS,27,2286,1,-,1,6.67
4165,William Troost-Ekong,2016,FK Haugesund,Norway-Eliteserien,NE,24,2160,6,-,6,7.42
4166,William Troost-Ekong,2014/2015,FC Dordrecht,Netherlands-Eredivisie,NE,22,1570,2,-,2,6.72
4167,William Troost-Ekong,2013/2014,FC Groningen,Netherlands-Eredivisie,NE,2,47,-,-,-,6.39
4168,Kenneth Omeruo,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,28,2407,2,-,2,7.02
4169,Kenneth Omeruo,2016/2017,Alanyaspor,Turkey-Super-Lig,TS,26,2240,5,3,2,6.73
4170,Kenneth Omeruo,2015/2016,Kasimpasa,Turkey-Super-Lig,TS,25,2165,3,2,1,7.03
4171,Kenneth Omeruo,2014/2015,Middlesbrough,England-Championship,EC,19,1565,2,2,-,7.03
4172,Kenneth Omeruo,2013/2014,Middlesbrough,England-Championship,EC,14,1217,1,-,1,7.4
4173,Kenneth Omeruo,2014,Nigeria,International-FIFA-World-Cup,WC,4,360,-,-,-,7.44
4174,Kenneth Omeruo,2013,Nigeria,International-Confederations-Cup,ICC,3,178,1,-,1,6.36
4175,Marquinhos,2017,Avai FC,Brazil-Brasileirão,BSA,23,1414,38,15,23,6.6
4176,Marquinhos,2015,Avai FC,Brazil-Brasileirão,BSA,14,1059,35,11,24,6.73
4177,Matthias Ginter,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,7,1,6,6.92
4178,Matthias Ginter,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,29,2475,8,-,8,6.8
4179,Matthias Ginter,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,8,534,4,-,4,6.65
4180,Matthias Ginter,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,24,1890,21,2,19,7.16
4181,Matthias Ginter,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,9,538,8,1,7,7.05
4182,Matthias Ginter,2015,Germany U21,International-EURO-U-21,IEU,4,360,1,1,-,7.08
4183,Matthias Ginter,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,14,840,4,1,3,6.76
4184,Matthias Ginter,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,5,318,2,1,1,6.9
4185,Matthias Ginter,2013/2014,Freiburg,Europe-UEFA-Europa-League,UEL,5,449,1,-,1,7.01
4186,Matthias Ginter,2013/2014,Freiburg,Germany-Bundesliga,GB,34,3039,7,-,7,6.87
4187,Matthias Ginter,2013,Germany U21,International-EURO-U-21,IEU,3,270,-,-,-,6.93
4188,Matthias Ginter,2012/2013,Freiburg,Germany-Bundesliga,GB,23,1949,5,-,5,6.93
4189,Matthias Ginter,2011/2012,Freiburg,Germany-Bundesliga,GB,13,1015,4,1,3,6.97
4190,Julian Draxler,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,316,9,-,9,6.64
4191,Julian Draxler,2017/2018,Paris Saint G..,France-Ligue-1,FL1,30,1706,26,1,25,7.04
4192,Julian Draxler,2016/2017,Wolfsburg,Germany-Bundesliga,GB,13,1055,27,13,14,7.09
4193,Julian Draxler,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,2,161,2,-,2,7.57
4194,Julian Draxler,2016/2017,Paris Saint G..,France-Ligue-1,FL1,17,1016,21,5,16,7.19
4195,Julian Draxler,2015/2016,Wolfsburg,Germany-Bundesliga,GB,21,1522,35,13,22,7.17
4196,Julian Draxler,2015/2016,Schalke 04,Germany-Bundesliga,GB,3,253,2,1,1,7.43
4197,Julian Draxler,2015/2016,Wolfsburg,Europe-UEFA-Champions-League,UCL,9,656,13,4,9,7.25
4198,Julian Draxler,2014/2015,Schalke 04,Germany-Bundesliga,GB,15,774,11,4,7,6.86
4199,Julian Draxler,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,3,258,5,-,5,7.27
4200,Julian Draxler,2016,Germany,International-European-Championship,UEC,5,330,6,-,6,7.22
4201,Julian Draxler,2013/2014,Schalke 04,Europe-UEFA-Champions-League,UCL,8,594,12,-,12,7.21
4202,Julian Draxler,2013/2014,Schalke 04,Germany-Bundesliga,GB,26,2154,59,24,35,7.69
4203,Julian Draxler,2014,Germany,International-FIFA-World-Cup,WC,1,14,1,-,1,6.27
4204,Julian Draxler,2012/2013,Schalke 04,Germany-Bundesliga,GB,30,2150,44,9,35,7.41
4205,Julian Draxler,2012/2013,Schalke 04,Europe-UEFA-Champions-League,UCL,6,409,12,2,10,7.32
4206,Julian Draxler,2011/2012,Schalke 04,Germany-Bundesliga,GB,30,1790,37,7,30,7.14
4207,Julian Draxler,2010/2011,Schalke 04,Germany-Bundesliga,GB,15,514,7,2,5,6.35
4208,Julian Draxler,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,6,147,2,-,2,6.17
4209,Carlos Salcedo,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,20,1608,1,1,-,6.68
4210,Carlos Salcedo,2016/2017,Fiorentina,Italy-Serie-A,ISA,18,1346,11,2,9,6.65
4211,Carlos Salcedo,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,2,164,-,-,-,7.05
4212,Carlos Salcedo,2015,Mexico,International-Copa-America,ICA,1,19,-,-,-,6.66
4213,Carlos Salcedo,2014,Real Salt Lak..,USA-Major-League-Soccer,UMLS,12,800,2,1,1,6.97
4214,Carlos Salcedo,2013,Real Salt Lak..,USA-Major-League-Soccer,UMLS,13,1070,1,-,1,6.75
4215,Ludwig Augustinsson,2017/2018,Werder Bremen,Germany-Bundesliga,GB,29,2535,30,7,23,6.73
4216,Ludwig Augustinsson,2016/2017,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,540,17,8,9,7.59
4217,Ludwig Augustinsson,2016/2017,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,360,11,7,4,6.9
4218,Ludwig Augustinsson,2015,Sweden U21,International-EURO-U-21,IEU,5,450,3,-,3,6.77
4219,Yannick Carrasco,2018,Dalian Yifang,China-Super-league,CSl,11,990,9,1,8,7.16
4220,Yannick Carrasco,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,17,900,17,1,16,6.91
4221,Yannick Carrasco,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,1,31,-,-,-,7.22
4222,Yannick Carrasco,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,5,269,3,-,3,6.4
4223,Yannick Carrasco,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,35,2270,34,-,34,7.01
4224,Yannick Carrasco,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,12,856,13,1,12,7.01
4225,Yannick Carrasco,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,29,1502,21,5,16,6.94
4226,Yannick Carrasco,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,543,10,2,8,7.19
4227,Yannick Carrasco,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,10,626,8,4,4,6.98
4228,Yannick Carrasco,2014/2015,Monaco,France-Ligue-1,FL1,36,2813,57,11,46,7.25
4229,Yannick Carrasco,2016,Belgium,International-European-Championship,UEC,5,217,2,-,2,6.41
4230,Yannick Carrasco,2013/2014,Monaco,France-Ligue-1,FL1,18,1167,21,7,14,6.97
4231,Michy Batshuayi,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,10,837,4,-,4,7.01
4232,Michy Batshuayi,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,331,3,-,3,6.93
4233,Michy Batshuayi,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,4,123,1,-,1,6.82
4234,Michy Batshuayi,2017/2018,Chelsea,England-Premier-League,EPL,12,353,1,-,1,6.38
4235,Michy Batshuayi,2016/2017,Chelsea,England-Premier-League,EPL,20,239,1,-,1,6.34
4236,Michy Batshuayi,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,7,554,8,-,8,7.29
4237,Michy Batshuayi,2015/2016,Marseille,France-Ligue-1,FL1,36,2938,27,2,25,6.94
4238,Michy Batshuayi,2014/2015,Marseille,France-Ligue-1,FL1,25,881,9,1,8,6.47
4239,Michy Batshuayi,2016,Belgium,International-European-Championship,UEC,2,21,-,-,-,6.54
4240,Michy Batshuayi,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,5,288,3,-,3,6.57
4241,Jordan Pickford,2017/2018,Everton,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,6.47
4242,Jordan Pickford,2017/2018,Everton,England-Premier-League,EPL,38,3420,3,3,-,6.63
4243,Jordan Pickford,2016/2017,Sunderland,England-Premier-League,EPL,29,2610,4,4,-,7.04
4244,Jordan Pickford,2015/2016,Preston,England-Championship,EC,24,2101,-,-,-,6.95
4245,Jordan Pickford,2015/2016,Sunderland,England-Premier-League,EPL,2,180,-,-,-,7.02
4246,John Stones,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,450,1,-,1,7.87
4247,John Stones,2017/2018,Manchester Ci..,England-Premier-League,EPL,18,1306,-,-,-,6.89
4248,John Stones,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,557,-,-,-,6.66
4249,John Stones,2016/2017,Manchester Ci..,England-Premier-League,EPL,27,2013,4,-,4,6.78
4250,John Stones,2015/2016,Everton,England-Premier-League,EPL,33,2780,6,1,5,6.85
4251,John Stones,2015,England U21,International-EURO-U-21,IEU,1,90,-,-,-,6.64
4252,John Stones,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,3,242,1,-,1,5.96
4253,John Stones,2014/2015,Everton,England-Premier-League,EPL,23,2044,4,1,3,7.17
4254,John Stones,2013/2014,Everton,England-Premier-League,EPL,21,1368,6,-,6,6.84
4255,Harry Kane,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,597,14,2,12,8.34
4256,Harry Kane,2017/2018,Tottenham,England-Premier-League,EPL,37,3083,33,6,27,7.6
4257,Harry Kane,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,263,7,2,5,7.34
4258,Harry Kane,2016/2017,Tottenham,England-Premier-League,EPL,30,2536,41,-,41,7.68
4259,Harry Kane,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,5,1,4,6.59
4260,Harry Kane,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,359,6,-,6,6.79
4261,Harry Kane,2015/2016,Tottenham,England-Premier-League,EPL,38,3370,44,5,39,7.53
4262,Harry Kane,2015,England U21,International-EURO-U-21,IEU,3,270,5,1,4,6.97
4263,Harry Kane,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,7,423,6,1,5,7.14
4264,Harry Kane,2014/2015,Tottenham,England-Premier-League,EPL,34,2582,27,1,26,7.28
4265,Harry Kane,2016,England,International-European-Championship,UEC,4,240,6,3,3,6.89
4266,Harry Kane,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,5,122,4,1,3,6.35
4267,Harry Kane,2013/2014,Tottenham,England-Premier-League,EPL,10,500,7,1,6,6.87
4268,Harry Kane,2012/2013,Tottenham,England-Premier-League,EPL,1,4,-,-,-,6.13
4269,Harry Kane,2012/2013,Norwich,England-Premier-League,EPL,3,135,1,-,1,6.43
4270,Eric Dier,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,614,2,-,2,6.86
4271,Eric Dier,2017/2018,Tottenham,England-Premier-League,EPL,34,2827,15,6,9,6.96
4272,Eric Dier,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,5,441,1,1,-,6.63
4273,Eric Dier,2016/2017,Tottenham,England-Premier-League,EPL,36,3045,14,5,9,6.93
4274,Eric Dier,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,179,1,1,-,6.41
4275,Eric Dier,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,9,669,3,-,3,6.88
4276,Eric Dier,2015/2016,Tottenham,England-Premier-League,EPL,37,3268,18,3,15,7.06
4277,Eric Dier,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,7.27
4278,Eric Dier,2014/2015,Tottenham,England-Premier-League,EPL,28,2291,14,6,8,6.93
4279,Eric Dier,2016,England,International-European-Championship,UEC,4,316,2,-,2,7.07
4280,Arkadiusz Milik,2017/2018,Napoli,Italy-Serie-A,ISA,15,440,7,1,6,6.52
4281,Arkadiusz Milik,2017/2018,Napoli,Europe-UEFA-Champions-League,UCL,1,90,1,-,1,6.37
4282,Arkadiusz Milik,2016/2017,Napoli,Italy-Serie-A,ISA,17,547,6,-,6,6.49
4283,Arkadiusz Milik,2016/2017,Napoli,Europe-UEFA-Champions-League,UCL,4,199,2,-,2,6.95
4284,Arkadiusz Milik,2015/2016,Ajax,Europe-UEFA-Europa-League,UEL,5,379,7,-,7,6.73
4285,Arkadiusz Milik,2015/2016,Ajax,Netherlands-Eredivisie,NE,31,2474,32,-,32,7.3
4286,Arkadiusz Milik,2014/2015,Ajax,Europe-UEFA-Champions-League,UCL,5,256,2,-,2,6.73
4287,Arkadiusz Milik,2014/2015,Ajax,Europe-UEFA-Europa-League,UEL,4,347,2,-,2,7.33
4288,Arkadiusz Milik,2014/2015,Ajax,Netherlands-Eredivisie,NE,21,1266,20,2,18,7.14
4289,Arkadiusz Milik,2016,Poland,International-European-Championship,UEC,5,450,10,1,9,6.95
4290,Arkadiusz Milik,2013/2014,Augsburg,Germany-Bundesliga,GB,18,638,6,1,5,6.42
4291,Arkadiusz Milik,2012/2013,Bayer Leverku..,Germany-Bundesliga,GB,6,65,-,-,-,6.16
4292,Arkadiusz Milik,2012/2013,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,2,36,2,-,2,6.34
4293,Samuel Umtiti,2017/2018,Barcelona,Spain-La-Liga,SLL,25,2189,1,-,1,7.03
4294,Samuel Umtiti,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,2,-,2,7.01
4295,Samuel Umtiti,2016/2017,Barcelona,Spain-La-Liga,SLL,25,2133,-,-,-,6.98
4296,Samuel Umtiti,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,720,3,1,2,6.95
4297,Samuel Umtiti,2015/2016,Lyon,Europe-UEFA-Champions-League,UCL,4,360,1,1,-,7.07
4298,Samuel Umtiti,2015/2016,Lyon,France-Ligue-1,FL1,30,2658,1,1,-,7.27
4299,Samuel Umtiti,2014/2015,Lyon,France-Ligue-1,FL1,35,3089,5,2,3,7.15
4300,Samuel Umtiti,2016,France,International-European-Championship,UEC,3,270,2,-,2,6.86
4301,Samuel Umtiti,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,7,566,2,-,2,6.99
4302,Samuel Umtiti,2013/2014,Lyon,France-Ligue-1,FL1,28,2344,3,-,3,6.88
4303,Samuel Umtiti,2012/2013,Lyon,Europe-UEFA-Europa-League,UEL,6,497,1,1,-,6.61
4304,Samuel Umtiti,2012/2013,Lyon,France-Ligue-1,FL1,26,2259,4,2,2,7.1
4305,Samuel Umtiti,2011/2012,Lyon,France-Ligue-1,FL1,12,1002,2,1,1,6.64
4306,Ederson,2018,Atletico PR,Brazil-Brasileirão,BSA,3,86,1,-,1,6.45
4307,Ederson,2017,Atletico PR,Brazil-Brasileirão,BSA,18,809,7,-,7,6.31
4308,Ederson,2014,Atletico PR,Brazil-Brasileirão,BSA,12,870,8,-,8,6.5
4309,Ederson,2013,Atletico PR,Brazil-Brasileirão,BSA,36,2488,42,10,32,7.1
4310,Miguel Camargo,2017,New York City..,,UMLS,8,176,-,-,-,6.32
4311,Paulo Dybala,2017/2018,Juventus,Italy-Serie-A,ISA,33,2358,54,13,41,7.77
4312,Paulo Dybala,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,8,661,21,6,15,6.86
4313,Paulo Dybala,2016/2017,Juventus,Italy-Serie-A,ISA,31,2154,58,11,47,7.46
4314,Paulo Dybala,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,11,797,15,2,13,7.34
4315,Paulo Dybala,2015/2016,Juventus,Italy-Serie-A,ISA,34,2465,73,25,48,7.71
4316,Paulo Dybala,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,7,420,7,3,4,6.72
4317,Paulo Dybala,2014/2015,Palermo,Italy-Serie-A,ISA,34,2965,58,16,42,7.37
4318,Paulo Dybala,2012/2013,Palermo,Italy-Serie-A,ISA,27,1250,24,7,17,6.39
4319,Alfred Gomis,2017/2018,SPAL 2013,,ISA,26,2260,1,1,-,6.69
4320,Trézéguet,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,31,2652,41,4,37,7.53
4321,Trézéguet,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,1,19,-,-,-,5.83
4322,Fahad Al-Muwallad,2017/2018,Levante,,SLL,2,26,-,-,-,5.99
4323,José Giménez,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,23,1684,6,-,6,6.95
4324,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,7.34
4325,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,272,1,-,1,7.1
4326,José Giménez,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,17,1013,5,1,4,7.17
4327,José Giménez,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,6,507,1,-,1,7.79
4328,José Giménez,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,27,2430,8,2,6,7.22
4329,José Giménez,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,8,631,-,-,-,7.07
4330,José Giménez,2015,Uruguay,International-Copa-America,ICA,4,360,3,1,2,7.51
4331,José Giménez,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,20,1752,8,2,6,7.52
4332,José Giménez,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,274,-,-,-,7.33
4333,José Giménez,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,1,90,-,-,-,6.67
4334,José Giménez,2014,Uruguay,International-FIFA-World-Cup,WC,3,270,-,-,-,6.87
4335,Bruno Fernandes,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,33,2806,72,20,52,7.55
4336,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,6,537,19,5,14,7.75
4337,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,537,10,2,8,7.07
4338,Bruno Fernandes,2016/2017,Sampdoria,Italy-Serie-A,ISA,34,1725,52,8,44,6.61
4339,Bruno Fernandes,2015/2016,Udinese,Italy-Serie-A,ISA,31,2115,44,13,31,6.9
4340,Bruno Fernandes,2014/2015,Udinese,Italy-Serie-A,ISA,31,1605,22,2,20,6.43
4341,Bruno Fernandes,2013/2014,Udinese,Italy-Serie-A,ISA,24,1557,32,6,26,7.12
4342,Gelson Martins,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,31,2688,48,3,45,7.4
4343,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,5,445,4,-,4,7.07
4344,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,463,4,-,4,6.77
4345,Gelson Martins,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,32,2771,44,7,37,7.31
4346,Gelson Martins,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,6,506,10,2,8,7.0
4347,Gelson Martins,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,6,273,5,-,5,6.67
4348,Kepa Arrizabalaga,2017/2018,Athletic Bilb..,Spain-La-Liga,SLL,30,2700,1,1,-,6.79
4349,Kepa Arrizabalaga,2016/2017,Athletic Bilb..,Spain-La-Liga,SLL,23,2016,1,1,-,6.56
4350,Pione Sisto,2017/2018,Celta Vigo,Spain-La-Liga,SLL,34,2535,41,14,27,6.96
4351,Pione Sisto,2016/2017,Celta Vigo,Spain-La-Liga,SLL,30,1666,14,1,13,6.67
4352,Pione Sisto,2016/2017,Celta Vigo,Europe-UEFA-Europa-League,UEL,13,948,8,1,7,6.84
4353,Pione Sisto,2015/2016,FC Midtjyllan..,Europe-UEFA-Europa-League,UEL,7,480,1,-,1,7.18
4354,Pione Sisto,2015,Denmark U21,International-EURO-U-21,IEU,3,130,1,-,1,6.74
4355,Yussuf Poulsen,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,30,1662,20,1,19,6.68
4356,Yussuf Poulsen,2017/2018,RasenBallspor..,Europe-UEFA-Europa-League,UEL,5,215,2,-,2,6.59
4357,Yussuf Poulsen,2017/2018,RasenBallspor..,Europe-UEFA-Champions-League,UCL,4,200,3,-,3,6.55
4358,Yussuf Poulsen,2016/2017,RasenBallspor..,Germany-Bundesliga,GB,29,2068,26,1,25,7.01
4359,Yussuf Poulsen,2015/2016,RasenBallspor..,Germany-Bundesliga-II,GB2,32,1991,24,-,24,6.93
4360,Yussuf Poulsen,2015,Denmark U21,International-EURO-U-21,IEU,4,331,3,-,3,6.55
4361,Benjamin Mendy,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,1,90,1,-,1,6.84
4362,Benjamin Mendy,2017/2018,Manchester Ci..,England-Premier-League,EPL,7,362,9,-,9,6.87
4363,Benjamin Mendy,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,7,525,10,-,10,7.52
4364,Benjamin Mendy,2016/2017,Monaco,France-Ligue-1,FL1,25,2060,25,5,20,7.25
4365,Benjamin Mendy,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,7,606,13,2,11,7.42
4366,Benjamin Mendy,2015/2016,Marseille,France-Ligue-1,FL1,24,1953,29,4,25,7.14
4367,Benjamin Mendy,2014/2015,Marseille,France-Ligue-1,FL1,33,2921,41,10,31,7.2
4368,Benjamin Mendy,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,6.77
4369,Benjamin Mendy,2013/2014,Marseille,France-Ligue-1,FL1,24,1730,25,12,13,6.97
4370,Corentin Tolisso,2017/2018,Bayern Munich,Germany-Bundesliga,GB,26,1529,21,3,18,6.99
4371,Corentin Tolisso,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,497,8,1,7,7.09
4372,Corentin Tolisso,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,6,450,11,1,10,7.22
4373,Corentin Tolisso,2016/2017,Lyon,France-Ligue-1,FL1,31,2577,44,4,40,7.25
4374,Corentin Tolisso,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,8,639,14,1,13,7.15
4375,Corentin Tolisso,2015/2016,Lyon,Europe-UEFA-Champions-League,UCL,6,540,8,2,6,6.85
4376,Corentin Tolisso,2015/2016,Lyon,France-Ligue-1,FL1,33,2581,38,7,31,7.27
4377,Corentin Tolisso,2014/2015,Lyon,France-Ligue-1,FL1,38,3317,21,3,18,7.07
4378,Corentin Tolisso,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,9,507,5,-,5,6.37
4379,Corentin Tolisso,2013/2014,Lyon,France-Ligue-1,FL1,14,787,3,-,3,6.67
4380,Andy Polo,2018,Portland Timb..,,UMLS,7,508,6,-,6,6.55
4381,Dominik Livakovic,2016/2017,Dinamo Zagreb,,UCL,4,360,-,-,-,7.23
4382,Joshua Kimmich,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,2334,53,24,29,7.23
4383,Joshua Kimmich,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,897,27,1,26,7.33
