,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,TotalTackles,DribbledPast,TotalAttemptedTackles,Rating
2658,Toby Alderweireld,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,12,906,25,5,30,6.87
2659,Toby Alderweireld,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,277,7,-,7,6.96
2660,Toby Alderweireld,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,7,2,9,6.94
2661,Toby Alderweireld,2014,Belgium,International-FIFA-World-Cup,WC,4,360,11,5,16,7.05
2662,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,6,-,6,7.78
2663,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,16,2,18,6.72
2664,Toby Alderweireld,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,5,450,8,3,11,7.18
2665,Toby Alderweireld,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,5,450,13,8,21,7.06
2666,Óscar Duarte,2017/2018,Espanyol,Spain-La-Liga,SLL,11,990,12,7,19,6.62
2667,Óscar Duarte,2016/2017,Espanyol,Spain-La-Liga,SLL,15,1124,14,4,18,6.45
2668,Óscar Duarte,2015/2016,Espanyol,Spain-La-Liga,SLL,14,1196,15,8,23,6.74
2669,Óscar Duarte,2015/2016,Club Bruges,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,6.19
2670,Óscar Duarte,2014/2015,Club Bruges,Europe-UEFA-Europa-League,UEL,11,990,20,8,28,7.23
2671,Óscar Duarte,2014,Costa Rica,International-FIFA-World-Cup,WC,4,336,8,4,12,7.06
2672,Jérôme Boateng,2017/2018,Bayern Munich,Germany-Bundesliga,GB,19,1644,26,13,39,7.14
2673,Jérôme Boateng,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,677,3,3,6,6.78
2674,Jérôme Boateng,2016/2017,Bayern Munich,Germany-Bundesliga,GB,13,828,13,4,17,6.73
2675,Jérôme Boateng,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,6,480,7,3,10,6.66
2676,Jérôme Boateng,2015/2016,Bayern Munich,Germany-Bundesliga,GB,19,1353,14,6,20,6.96
2677,Jérôme Boateng,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,537,7,2,9,6.98
2678,Jérôme Boateng,2014/2015,Bayern Munich,Germany-Bundesliga,GB,27,2140,53,13,66,7.26
2679,Jérôme Boateng,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,990,19,7,26,7.32
2680,Jérôme Boateng,2016,Germany,International-European-Championship,UEC,6,478,6,1,7,7.09
2681,Jérôme Boateng,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,762,13,6,19,6.69
2682,Jérôme Boateng,2013/2014,Bayern Munich,Germany-Bundesliga,GB,25,2169,37,13,50,7.28
2683,Jérôme Boateng,2014,Germany,International-FIFA-World-Cup,WC,7,587,14,5,19,7.11
2684,Jérôme Boateng,2012/2013,Bayern Munich,Germany-Bundesliga,GB,26,2245,35,12,47,7.17
2685,Jérôme Boateng,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,735,16,4,20,6.99
2686,Jérôme Boateng,2012,Germany,International-European-Championship,UEC,4,341,9,2,11,7.1
2687,Jérôme Boateng,2011/2012,Bayern Munich,Germany-Bundesliga,GB,27,2183,48,17,65,7.14
2688,Jérôme Boateng,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1170,26,6,32,7.06
2689,Jérôme Boateng,2010/2011,Manchester Ci..,England-Premier-League,EPL,16,1239,45,15,60,6.91
2690,Jérôme Boateng,2009/2010,Hamburger SV,Germany-Bundesliga,GB,27,2156,59,20,79,6.91
2691,Domagoj Vida,2017/2018,Besiktas,Turkey-Super-Lig,TS,13,751,13,2,15,6.76
2692,Domagoj Vida,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,4,350,4,1,5,7.03
2693,Domagoj Vida,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,1,16,-,-,-,5.53
2694,Domagoj Vida,2016/2017,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,6,540,5,-,5,6.7
2695,Domagoj Vida,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,5,372,9,3,12,6.71
2696,Domagoj Vida,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,10,876,13,9,22,6.86
2697,Domagoj Vida,2016,Croatia,International-European-Championship,UEC,3,270,2,-,2,6.64
2698,Domagoj Vida,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,3,211,2,1,3,6.61
2699,Domagoj Vida,2012/2013,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,2,180,5,3,8,7.3
2700,Domagoj Vida,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,540,12,4,16,6.55
2701,Domagoj Vida,2012,Croatia,International-European-Championship,UEC,1,66,1,-,1,6.78
2702,Domagoj Vida,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,513,10,5,15,6.03
2703,Domagoj Vida,2010/2011,Bayer Leverku..,Germany-Bundesliga,GB,1,76,2,-,2,7.38
2704,Josip Pivaric,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,8,720,9,9,18,6.75
2705,Josip Pivaric,2016/2017,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,450,4,3,7,5.93
2706,Josip Pivaric,2015/2016,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,439,11,4,15,6.81
2707,Josip Pivaric,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,5,425,13,3,16,6.61
2708,Josip Pivaric,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,3,270,9,2,11,6.75
2709,Josip Pivaric,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,469,7,1,8,6.07
2710,Milan Badelj,2017/2018,Fiorentina,Italy-Serie-A,ISA,27,2355,71,43,114,7.12
2711,Milan Badelj,2016/2017,Fiorentina,Italy-Serie-A,ISA,33,2513,59,50,109,6.92
2712,Milan Badelj,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,6,514,15,6,21,7.46
