,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Unsuccessful,Successful,Total_Dribbles,Rating
4096,Alireza Jahanbakhsh,2013/2014,NEC Nijmegen,Netherlands-Eredivisie,NE,27,1289,29,25,54,6.75
4097,Alireza Jahanbakhsh,2014,Iran,International-FIFA-World-Cup,WC,3,44,2,1,3,6.25
4098,Raphaël Guerreiro,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,9,547,9,8,17,6.78
4099,Raphaël Guerreiro,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,1,28,-,-,-,6.29
4100,Raphaël Guerreiro,2017/2018,Borussia Dort..,Europe-UEFA-Champions-League,UCL,3,252,1,2,3,6.66
4101,Raphaël Guerreiro,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,24,1483,22,26,48,7.18
4102,Raphaël Guerreiro,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,502,1,10,11,7.1
4103,Raphaël Guerreiro,2015/2016,Lorient,France-Ligue-1,FL1,34,2506,27,54,81,6.93
4104,Raphaël Guerreiro,2015,Portugal U21,International-EURO-U-21,IEU,5,424,5,5,10,7.09
4105,Raphaël Guerreiro,2014/2015,Lorient,France-Ligue-1,FL1,34,2769,31,47,78,7.01
4106,Raphaël Guerreiro,2016,Portugal,International-European-Championship,UEC,5,450,4,3,7,7.1
4107,Raphaël Guerreiro,2013/2014,Lorient,France-Ligue-1,FL1,33,2970,8,36,44,6.85
4108,Milos Degenek,2016/2017,1860 Muenchen,Germany-Bundesliga-II,GB2,8,642,-,3,3,6.71
4109,Milos Degenek,2015/2016,1860 Muenchen,Germany-Bundesliga-II,GB2,25,1772,3,6,9,6.61
4110,Riza Durmisi,2017/2018,Real Betis,Spain-La-Liga,SLL,24,2080,12,8,20,6.49
4111,Riza Durmisi,2016/2017,Real Betis,Spain-La-Liga,SLL,27,2387,22,26,48,6.76
4112,Riza Durmisi,2015,Denmark U21,International-EURO-U-21,IEU,1,90,-,-,-,7.93
4113,Lukas Lerager,2017/2018,Bordeaux,,FL1,37,3286,6,8,14,6.94
4114,Viktor Fischer,2017/2018,Mainz 05,Germany-Bundesliga,GB,10,331,13,4,17,6.17
4115,Viktor Fischer,2017/2018,FC Copenhagen,Europe-UEFA-Europa-League,UEL,2,118,2,6,8,6.97
4116,Viktor Fischer,2016/2017,Middlesbrough,England-Premier-League,EPL,13,439,9,10,19,6.37
4117,Viktor Fischer,2015/2016,Ajax,Europe-UEFA-Europa-League,UEL,6,428,7,10,17,6.96
4118,Viktor Fischer,2015/2016,Ajax,Netherlands-Eredivisie,NE,28,1191,22,30,52,6.8
4119,Viktor Fischer,2015,Denmark U21,International-EURO-U-21,IEU,4,142,3,-,3,6.31
4120,Viktor Fischer,2014/2015,Ajax,Netherlands-Eredivisie,NE,4,217,3,6,9,7.21
4121,Viktor Fischer,2013/2014,Ajax,Europe-UEFA-Champions-League,UCL,5,361,6,2,8,6.53
4122,Viktor Fischer,2013/2014,Ajax,Europe-UEFA-Europa-League,UEL,1,90,5,2,7,5.93
4123,Viktor Fischer,2013/2014,Ajax,Netherlands-Eredivisie,NE,24,1636,49,52,101,7.0
4124,Viktor Fischer,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,172,4,1,5,6.54
4125,Viktor Fischer,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,3,97,3,1,4,6.27
4126,Kenneth Zohore,2017/2018,Cardiff,England-Championship,EC,36,2680,23,41,64,7.0
4127,Kenneth Zohore,2016/2017,Cardiff,England-Championship,EC,29,2251,25,27,52,7.2
4128,Kenneth Zohore,2015/2016,Cardiff,England-Championship,EC,12,259,2,4,6,6.33
4129,Kenneth Zohore,2010/2011,FC Copenhagen,Europe-UEFA-Champions-League,UCL,5,68,1,1,2,6.15
4130,Nabil Fekir,2017/2018,Lyon,Europe-UEFA-Europa-League,UEL,8,660,9,32,41,7.73
4131,Nabil Fekir,2017/2018,Lyon,France-Ligue-1,FL1,30,2481,29,90,119,7.86
4132,Nabil Fekir,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,5,286,6,5,11,6.51
4133,Nabil Fekir,2016/2017,Lyon,France-Ligue-1,FL1,32,2224,30,56,86,7.1
4134,Nabil Fekir,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,8,488,7,18,25,7.59
4135,Nabil Fekir,2015/2016,Lyon,France-Ligue-1,FL1,9,464,10,15,25,7.04
4136,Nabil Fekir,2014/2015,Lyon,France-Ligue-1,FL1,34,2776,75,96,171,7.57
4137,Nabil Fekir,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,3,32,1,1,2,6.04
4138,Nabil Fekir,2013/2014,Lyon,France-Ligue-1,FL1,11,544,12,12,24,6.64
4139,Matej Mitrovic,2017/2018,Besiktas,Turkey-Super-Lig,TS,2,109,-,1,1,6.88
4140,Matej Mitrovic,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,2,106,-,-,-,6.98
4141,Matej Mitrovic,2016/2017,Besiktas,Turkey-Super-Lig,TS,7,263,-,3,3,6.54
4142,Matej Mitrovic,2016/2017,Besiktas,Europe-UEFA-Europa-League,UEL,4,334,-,1,1,6.71
4143,Matej Mitrovic,2014/2015,Rijeka,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,7.42
4144,Mateo Kovacic,2017/2018,Real Madrid,Spain-La-Liga,SLL,21,989,4,35,39,6.73
4145,Mateo Kovacic,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,7,258,6,6,12,6.47
4146,Mateo Kovacic,2016/2017,Real Madrid,Spain-La-Liga,SLL,27,1689,14,60,74,7.12
4147,Mateo Kovacic,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,5,213,1,9,10,6.97
4148,Mateo Kovacic,2015/2016,Real Madrid,Spain-La-Liga,SLL,25,1030,10,20,30,6.5
4149,Mateo Kovacic,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,8,340,4,6,10,6.87
4150,Mateo Kovacic,2014/2015,Inter,Italy-Serie-A,ISA,35,2463,51,91,142,7.15
4151,Mateo Kovacic,2014/2015,Inter,Europe-UEFA-Europa-League,UEL,6,253,8,7,15,6.39
4152,Mateo Kovacic,2016,Croatia,International-European-Championship,UEC,2,36,-,2,2,6.26
4153,Mateo Kovacic,2013/2014,Inter,Italy-Serie-A,ISA,32,1608,25,69,94,6.95
4154,Mateo Kovacic,2014,Croatia,International-FIFA-World-Cup,WC,3,111,2,1,3,6.19
4155,Mateo Kovacic,2012/2013,Inter,Italy-Serie-A,ISA,13,1026,21,57,78,7.27
4156,Mateo Kovacic,2012/2013,Inter,Europe-UEFA-Europa-League,UEL,4,313,4,5,9,7.39
4157,Mateo Kovacic,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,456,9,15,24,6.59
4158,Mateo Kovacic,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,413,7,12,19,6.39
4159,Ante Rebic,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,25,1764,52,38,90,6.96
4160,Ante Rebic,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,24,1407,48,39,87,6.61
4161,Ante Rebic,2015/2016,Fiorentina,Italy-Serie-A,ISA,4,229,7,1,8,6.78
4162,Ante Rebic,2015/2016,Verona,Italy-Serie-A,ISA,10,527,13,18,31,6.24
4163,Ante Rebic,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,2,171,2,3,5,6.79
4164,Ante Rebic,2013/2014,Fiorentina,Italy-Serie-A,ISA,4,91,9,2,11,6.21
4165,Ante Rebic,2014,Croatia,International-FIFA-World-Cup,WC,3,44,2,5,7,6.07
4166,Sverrir Ingi Ingason,2017/2018,FC Rostov,Russia-Premier-League,RPL,28,2479,4,11,15,7.03
4167,Sverrir Ingi Ingason,2016/2017,Granada,Spain-La-Liga,SLL,17,1473,-,-,-,6.67
4168,Sverrir Ingi Ingason,2016,Iceland,International-European-Championship,UEC,2,49,-,-,-,6.59
4169,William Troost-Ekong,2017/2018,Bursaspor,Turkey-Super-Lig,TS,27,2286,-,5,5,6.67
4170,William Troost-Ekong,2016,FK Haugesund,Norway-Eliteserien,NE,24,2160,-,5,5,7.42
4171,William Troost-Ekong,2014/2015,FC Dordrecht,Netherlands-Eredivisie,NE,22,1570,-,3,3,6.72
4172,William Troost-Ekong,2013/2014,FC Groningen,Netherlands-Eredivisie,NE,2,47,-,1,1,6.39
4173,Kenneth Omeruo,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,28,2407,2,18,20,7.02
4174,Kenneth Omeruo,2016/2017,Alanyaspor,Turkey-Super-Lig,TS,26,2240,4,10,14,6.73
4175,Kenneth Omeruo,2015/2016,Kasimpasa,Turkey-Super-Lig,TS,25,2165,1,5,6,7.03
4176,Kenneth Omeruo,2014/2015,Middlesbrough,England-Championship,EC,19,1565,1,3,4,7.03
4177,Kenneth Omeruo,2013/2014,Middlesbrough,England-Championship,EC,14,1217,-,5,5,7.4
4178,Kenneth Omeruo,2014,Nigeria,International-FIFA-World-Cup,WC,4,360,-,1,1,7.44
4179,Kenneth Omeruo,2013,Nigeria,International-Confederations-Cup,ICC,3,178,-,-,-,6.36
4180,Marquinhos,2017,Avai FC,Brazil-Brasileirão,BSA,23,1414,4,10,14,6.6
4181,Marquinhos,2015,Avai FC,Brazil-Brasileirão,BSA,14,1059,5,3,8,6.73
4182,Matthias Ginter,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,9,10,19,6.92
4183,Matthias Ginter,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,29,2475,2,8,10,6.8
4184,Matthias Ginter,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,8,534,1,-,1,6.65
4185,Matthias Ginter,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,24,1890,3,14,17,7.16
4186,Matthias Ginter,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,9,538,5,2,7,7.05
4187,Matthias Ginter,2015,Germany U21,International-EURO-U-21,IEU,4,360,-,-,-,7.08
4188,Matthias Ginter,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,14,840,1,2,3,6.76
4189,Matthias Ginter,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,5,318,-,-,-,6.9
4190,Matthias Ginter,2013/2014,Freiburg,Europe-UEFA-Europa-League,UEL,5,449,1,2,3,7.01
4191,Matthias Ginter,2013/2014,Freiburg,Germany-Bundesliga,GB,34,3039,2,11,13,6.87
4192,Matthias Ginter,2013,Germany U21,International-EURO-U-21,IEU,3,270,2,1,3,6.93
4193,Matthias Ginter,2012/2013,Freiburg,Germany-Bundesliga,GB,23,1949,3,7,10,6.93
4194,Matthias Ginter,2011/2012,Freiburg,Germany-Bundesliga,GB,13,1015,3,-,3,6.97
4195,Julian Draxler,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,316,2,7,9,6.64
4196,Julian Draxler,2017/2018,Paris Saint G..,France-Ligue-1,FL1,30,1706,17,45,62,7.04
4197,Julian Draxler,2016/2017,Wolfsburg,Germany-Bundesliga,GB,13,1055,22,27,49,7.09
4198,Julian Draxler,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,2,161,1,3,4,7.57
4199,Julian Draxler,2016/2017,Paris Saint G..,France-Ligue-1,FL1,17,1016,12,33,45,7.19
4200,Julian Draxler,2015/2016,Wolfsburg,Germany-Bundesliga,GB,21,1522,26,55,81,7.17
4201,Julian Draxler,2015/2016,Schalke 04,Germany-Bundesliga,GB,3,253,9,12,21,7.43
4202,Julian Draxler,2015/2016,Wolfsburg,Europe-UEFA-Champions-League,UCL,9,656,14,20,34,7.25
4203,Julian Draxler,2014/2015,Schalke 04,Germany-Bundesliga,GB,15,774,10,35,45,6.86
4204,Julian Draxler,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,3,258,7,9,16,7.27
4205,Julian Draxler,2016,Germany,International-European-Championship,UEC,5,330,7,14,21,7.22
4206,Julian Draxler,2013/2014,Schalke 04,Europe-UEFA-Champions-League,UCL,8,594,5,19,24,7.21
4207,Julian Draxler,2013/2014,Schalke 04,Germany-Bundesliga,GB,26,2154,41,106,147,7.69
4208,Julian Draxler,2014,Germany,International-FIFA-World-Cup,WC,1,14,-,-,-,6.27
4209,Julian Draxler,2012/2013,Schalke 04,Germany-Bundesliga,GB,30,2150,42,77,119,7.41
4210,Julian Draxler,2012/2013,Schalke 04,Europe-UEFA-Champions-League,UCL,6,409,7,19,26,7.32
4211,Julian Draxler,2011/2012,Schalke 04,Germany-Bundesliga,GB,30,1790,47,76,123,7.14
4212,Julian Draxler,2010/2011,Schalke 04,Germany-Bundesliga,GB,15,514,10,12,22,6.35
4213,Julian Draxler,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,6,147,1,-,1,6.17
4214,Carlos Salcedo,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,20,1608,3,1,4,6.68
4215,Carlos Salcedo,2016/2017,Fiorentina,Italy-Serie-A,ISA,18,1346,5,2,7,6.65
4216,Carlos Salcedo,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,2,164,-,1,1,7.05
4217,Carlos Salcedo,2015,Mexico,International-Copa-America,ICA,1,19,-,-,-,6.66
4218,Carlos Salcedo,2014,Real Salt Lak..,USA-Major-League-Soccer,UMLS,12,800,-,-,-,6.97
4219,Carlos Salcedo,2013,Real Salt Lak..,USA-Major-League-Soccer,UMLS,13,1070,-,2,2,6.75
4220,Ludwig Augustinsson,2017/2018,Werder Bremen,Germany-Bundesliga,GB,29,2535,10,2,12,6.73
4221,Ludwig Augustinsson,2016/2017,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,540,1,-,1,7.59
4222,Ludwig Augustinsson,2016/2017,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,6.9
4223,Ludwig Augustinsson,2015,Sweden U21,International-EURO-U-21,IEU,5,450,1,3,4,6.77
4224,Yannick Carrasco,2018,Dalian Yifang,China-Super-league,CSl,11,990,13,47,60,7.16
4225,Yannick Carrasco,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,17,900,29,35,64,6.91
4226,Yannick Carrasco,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,1,31,2,4,6,7.22
4227,Yannick Carrasco,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,5,269,6,9,15,6.4
4228,Yannick Carrasco,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,35,2270,76,71,147,7.01
4229,Yannick Carrasco,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,12,856,24,27,51,7.01
4230,Yannick Carrasco,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,29,1502,59,67,126,6.94
4231,Yannick Carrasco,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,543,17,18,35,7.19
4232,Yannick Carrasco,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,10,626,26,29,55,6.98
4233,Yannick Carrasco,2014/2015,Monaco,France-Ligue-1,FL1,36,2813,95,88,183,7.25
4234,Yannick Carrasco,2016,Belgium,International-European-Championship,UEC,5,217,4,4,8,6.41
4235,Yannick Carrasco,2013/2014,Monaco,France-Ligue-1,FL1,18,1167,18,25,43,6.97
4236,Michy Batshuayi,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,10,837,16,7,23,7.01
4237,Michy Batshuayi,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,331,3,5,8,6.93
4238,Michy Batshuayi,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,4,123,-,-,-,6.82
4239,Michy Batshuayi,2017/2018,Chelsea,England-Premier-League,EPL,12,353,1,5,6,6.38
4240,Michy Batshuayi,2016/2017,Chelsea,England-Premier-League,EPL,20,239,2,3,5,6.34
4241,Michy Batshuayi,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,7,554,9,11,20,7.29
4242,Michy Batshuayi,2015/2016,Marseille,France-Ligue-1,FL1,36,2938,28,40,68,6.94
4243,Michy Batshuayi,2014/2015,Marseille,France-Ligue-1,FL1,25,881,15,21,36,6.47
4244,Michy Batshuayi,2016,Belgium,International-European-Championship,UEC,2,21,-,-,-,6.54
4245,Michy Batshuayi,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,5,288,9,10,19,6.57
4246,Jordan Pickford,2017/2018,Everton,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,6.47
4247,Jordan Pickford,2017/2018,Everton,England-Premier-League,EPL,38,3420,-,-,-,6.63
4248,Jordan Pickford,2016/2017,Sunderland,England-Premier-League,EPL,29,2610,-,-,-,7.04
4249,Jordan Pickford,2015/2016,Preston,England-Championship,EC,24,2101,-,-,-,6.95
4250,Jordan Pickford,2015/2016,Sunderland,England-Premier-League,EPL,2,180,-,-,-,7.02
4251,John Stones,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,450,-,3,3,7.87
4252,John Stones,2017/2018,Manchester Ci..,England-Premier-League,EPL,18,1306,-,4,4,6.89
4253,John Stones,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,557,-,6,6,6.66
4254,John Stones,2016/2017,Manchester Ci..,England-Premier-League,EPL,27,2013,1,21,22,6.78
4255,John Stones,2015/2016,Everton,England-Premier-League,EPL,33,2780,8,23,31,6.85
4256,John Stones,2015,England U21,International-EURO-U-21,IEU,1,90,1,2,3,6.64
4257,John Stones,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,3,242,-,-,-,5.96
4258,John Stones,2014/2015,Everton,England-Premier-League,EPL,23,2044,5,22,27,7.17
4259,John Stones,2013/2014,Everton,England-Premier-League,EPL,21,1368,3,15,18,6.84
4260,Harry Kane,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,597,10,20,30,8.34
4261,Harry Kane,2017/2018,Tottenham,England-Premier-League,EPL,37,3083,49,47,96,7.6
4262,Harry Kane,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,263,3,2,5,7.34
4263,Harry Kane,2016/2017,Tottenham,England-Premier-League,EPL,30,2536,39,38,77,7.68
4264,Harry Kane,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,2,2,4,6.59
4265,Harry Kane,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,359,9,5,14,6.79
4266,Harry Kane,2015/2016,Tottenham,England-Premier-League,EPL,38,3370,47,48,95,7.53
4267,Harry Kane,2015,England U21,International-EURO-U-21,IEU,3,270,1,4,5,6.97
4268,Harry Kane,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,7,423,12,8,20,7.14
4269,Harry Kane,2014/2015,Tottenham,England-Premier-League,EPL,34,2582,58,50,108,7.28
4270,Harry Kane,2016,England,International-European-Championship,UEC,4,240,-,6,6,6.89
4271,Harry Kane,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,5,122,1,1,2,6.35
4272,Harry Kane,2013/2014,Tottenham,England-Premier-League,EPL,10,500,5,5,10,6.87
4273,Harry Kane,2012/2013,Tottenham,England-Premier-League,EPL,1,4,-,-,-,6.13
4274,Harry Kane,2012/2013,Norwich,England-Premier-League,EPL,3,135,2,2,4,6.43
4275,Eric Dier,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,614,-,3,3,6.86
4276,Eric Dier,2017/2018,Tottenham,England-Premier-League,EPL,34,2827,2,13,15,6.96
4277,Eric Dier,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,5,441,-,2,2,6.63
4278,Eric Dier,2016/2017,Tottenham,England-Premier-League,EPL,36,3045,4,4,8,6.93
4279,Eric Dier,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,179,-,-,-,6.41
4280,Eric Dier,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,9,669,2,2,4,6.88
4281,Eric Dier,2015/2016,Tottenham,England-Premier-League,EPL,37,3268,6,8,14,7.06
4282,Eric Dier,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,3,270,2,3,5,7.27
4283,Eric Dier,2014/2015,Tottenham,England-Premier-League,EPL,28,2291,12,22,34,6.93
4284,Eric Dier,2016,England,International-European-Championship,UEC,4,316,-,2,2,7.07
4285,Arkadiusz Milik,2017/2018,Napoli,Italy-Serie-A,ISA,15,440,2,2,4,6.52
4286,Arkadiusz Milik,2017/2018,Napoli,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,6.37
4287,Arkadiusz Milik,2016/2017,Napoli,Italy-Serie-A,ISA,17,547,5,3,8,6.49
4288,Arkadiusz Milik,2016/2017,Napoli,Europe-UEFA-Champions-League,UCL,4,199,1,-,1,6.95
4289,Arkadiusz Milik,2015/2016,Ajax,Europe-UEFA-Europa-League,UEL,5,379,4,5,9,6.73
4290,Arkadiusz Milik,2015/2016,Ajax,Netherlands-Eredivisie,NE,31,2474,20,11,31,7.3
4291,Arkadiusz Milik,2014/2015,Ajax,Europe-UEFA-Champions-League,UCL,5,256,2,1,3,6.73
4292,Arkadiusz Milik,2014/2015,Ajax,Europe-UEFA-Europa-League,UEL,4,347,5,1,6,7.33
4293,Arkadiusz Milik,2014/2015,Ajax,Netherlands-Eredivisie,NE,21,1266,14,9,23,7.14
4294,Arkadiusz Milik,2016,Poland,International-European-Championship,UEC,5,450,2,-,2,6.95
4295,Arkadiusz Milik,2013/2014,Augsburg,Germany-Bundesliga,GB,18,638,7,7,14,6.42
4296,Arkadiusz Milik,2012/2013,Bayer Leverku..,Germany-Bundesliga,GB,6,65,1,-,1,6.16
4297,Arkadiusz Milik,2012/2013,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,2,36,1,-,1,6.34
4298,Samuel Umtiti,2017/2018,Barcelona,Spain-La-Liga,SLL,25,2189,3,8,11,7.03
4299,Samuel Umtiti,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,-,1,1,7.01
4300,Samuel Umtiti,2016/2017,Barcelona,Spain-La-Liga,SLL,25,2133,2,8,10,6.98
4301,Samuel Umtiti,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,720,-,1,1,6.95
4302,Samuel Umtiti,2015/2016,Lyon,Europe-UEFA-Champions-League,UCL,4,360,1,2,3,7.07
4303,Samuel Umtiti,2015/2016,Lyon,France-Ligue-1,FL1,30,2658,5,15,20,7.27
4304,Samuel Umtiti,2014/2015,Lyon,France-Ligue-1,FL1,35,3089,7,17,24,7.15
4305,Samuel Umtiti,2016,France,International-European-Championship,UEC,3,270,-,-,-,6.86
4306,Samuel Umtiti,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,7,566,3,2,5,6.99
4307,Samuel Umtiti,2013/2014,Lyon,France-Ligue-1,FL1,28,2344,2,13,15,6.88
4308,Samuel Umtiti,2012/2013,Lyon,Europe-UEFA-Europa-League,UEL,6,497,3,2,5,6.61
4309,Samuel Umtiti,2012/2013,Lyon,France-Ligue-1,FL1,26,2259,8,15,23,7.1
4310,Samuel Umtiti,2011/2012,Lyon,France-Ligue-1,FL1,12,1002,3,3,6,6.64
4311,Ederson,2018,Atletico PR,Brazil-Brasileirão,BSA,3,86,-,1,1,6.45
4312,Ederson,2017,Atletico PR,Brazil-Brasileirão,BSA,18,809,4,-,4,6.31
4313,Ederson,2014,Atletico PR,Brazil-Brasileirão,BSA,12,870,4,-,4,6.5
4314,Ederson,2013,Atletico PR,Brazil-Brasileirão,BSA,36,2488,16,13,29,7.1
4315,Miguel Camargo,2017,New York City..,,UMLS,8,176,5,4,9,6.32
4316,Paulo Dybala,2017/2018,Juventus,Italy-Serie-A,ISA,33,2358,36,93,129,7.77
4317,Paulo Dybala,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,8,661,4,10,14,6.86
4318,Paulo Dybala,2016/2017,Juventus,Italy-Serie-A,ISA,31,2154,26,67,93,7.46
4319,Paulo Dybala,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,11,797,11,25,36,7.34
4320,Paulo Dybala,2015/2016,Juventus,Italy-Serie-A,ISA,34,2465,60,92,152,7.71
4321,Paulo Dybala,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,7,420,14,7,21,6.72
4322,Paulo Dybala,2014/2015,Palermo,Italy-Serie-A,ISA,34,2965,63,91,154,7.37
4323,Paulo Dybala,2012/2013,Palermo,Italy-Serie-A,ISA,27,1250,50,22,72,6.39
4324,Alfred Gomis,2017/2018,SPAL 2013,,ISA,26,2260,-,-,-,6.69
4325,Trézéguet,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,31,2652,98,96,194,7.53
4326,Trézéguet,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,1,19,1,-,1,5.83
4327,Fahad Al-Muwallad,2017/2018,Levante,,SLL,2,26,1,-,1,5.99
4328,José Giménez,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,23,1684,2,6,8,6.95
4329,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,7,630,-,3,3,7.34
4330,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,272,1,-,1,7.1
4331,José Giménez,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,17,1013,2,11,13,7.17
4332,José Giménez,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,6,507,-,3,3,7.79
4333,José Giménez,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,27,2430,5,9,14,7.22
4334,José Giménez,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,8,631,-,2,2,7.07
4335,José Giménez,2015,Uruguay,International-Copa-America,ICA,4,360,-,3,3,7.51
4336,José Giménez,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,20,1752,5,7,12,7.52
4337,José Giménez,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,274,-,3,3,7.33
4338,José Giménez,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,1,90,-,-,-,6.67
4339,José Giménez,2014,Uruguay,International-FIFA-World-Cup,WC,3,270,1,-,1,6.87
4340,Bruno Fernandes,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,33,2806,32,44,76,7.55
4341,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,6,537,11,14,25,7.75
4342,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,537,6,9,15,7.07
4343,Bruno Fernandes,2016/2017,Sampdoria,Italy-Serie-A,ISA,34,1725,18,23,41,6.61
4344,Bruno Fernandes,2015/2016,Udinese,Italy-Serie-A,ISA,31,2115,25,33,58,6.9
4345,Bruno Fernandes,2014/2015,Udinese,Italy-Serie-A,ISA,31,1605,16,10,26,6.43
4346,Bruno Fernandes,2013/2014,Udinese,Italy-Serie-A,ISA,24,1557,39,22,61,7.12
4347,Gelson Martins,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,31,2688,52,81,133,7.4
4348,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,5,445,12,18,30,7.07
4349,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,463,7,12,19,6.77
4350,Gelson Martins,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,32,2771,65,73,138,7.31
4351,Gelson Martins,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,6,506,15,15,30,7.0
4352,Gelson Martins,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,6,273,5,3,8,6.67
4353,Kepa Arrizabalaga,2017/2018,Athletic Bilb..,Spain-La-Liga,SLL,30,2700,-,-,-,6.79
